Source User,Category,Count
example_domain\robert.hill,internet-communications-and-telephony,15
example_domain\robert.hill,news,9
example_domain\robert.hill,web-advertisements,8
example_domain\robert.hill,not-resolved,2
example_domain\robert.hill,reference-and-research,1
example_domain\robert.hill,translation,1
example_domain\lisa.gonzalez,computer-and-internet-info,209784
example_domain\lisa.gonzalez,financial-services,9412
example_domain\lisa.gonzalez,search-engines,2377
example_domain\lisa.gonzalez,business-and-economy,1642
example_domain\lisa.gonzalez,stock-advice-and-tools,125
example_domain\lisa.gonzalez,content-delivery-networks,114
example_domain\lisa.gonzalez,,25
example_domain\lisa.gonzalez,news,6
example_domain\lisa.gonzalez,travel,3
example_domain\lisa.gonzalez,internet-communications-and-telephony,1
example_domain\michelle.anderson,computer-and-internet-info,218824
example_domain\michelle.anderson,search-engines,3352
example_domain\michelle.anderson,business-and-economy,327
example_domain\michelle.anderson,internet-portals,196
example_domain\michelle.anderson,financial-services,165
example_domain\michelle.anderson,stock-advice-and-tools,124
example_domain\michelle.anderson,content-delivery-networks,110
example_domain\michelle.anderson,,86
example_domain\michelle.anderson,web-advertisements,86
example_domain\michelle.anderson,travel,81
example_domain\michelle.anderson,web-hosting,6
example_domain\michelle.anderson,news,3
example_domain\michelle.anderson,reference-and-research,2
example_domain\michelle.anderson,translation,2
example_domain\michelle.anderson,internet-communications-and-telephony,2
example_domain\michelle.anderson,training-and-tools,2
example_domain\michelle.anderson,entertainment-and-arts,1
example_domain\michelle.anderson,streaming-media,1
example_domain\michelle.anderson,society,1
example_domain\tracy.rosario,computer-and-internet-info,217171
example_domain\tracy.rosario,search-engines,2102
example_domain\tracy.rosario,shopping,1734
example_domain\tracy.rosario,stock-advice-and-tools,645
example_domain\tracy.rosario,web-advertisements,180
example_domain\tracy.rosario,content-delivery-networks,167
example_domain\tracy.rosario,translation,158
example_domain\tracy.rosario,business-and-economy,125
example_domain\tracy.rosario,news,20
example_domain\tracy.rosario,legal,12
example_domain\tracy.rosario,shareware-and-freeware,12
example_domain\tracy.rosario,internet-portals,4
example_domain\tracy.rosario,web-hosting,3
example_domain\tracy.rosario,motor-vehicles,3
example_domain\tracy.rosario,streaming-media,2
example_domain\tracy.rosario,reference-and-research,2
example_domain\tracy.rosario,internet-communications-and-telephony,1
example_domain\tracy.rosario,entertainment-and-arts,1
example_domain\tracy.rosario,government,1
example_domain\tracy.rosario,games,1
example_domain\brittany.davis,computer-and-internet-info,219491
example_domain\brittany.davis,search-engines,2282
example_domain\brittany.davis,stock-advice-and-tools,114
example_domain\brittany.davis,content-delivery-networks,99
example_domain\brittany.davis,job-search,84
example_domain\brittany.davis,financial-services,69
example_domain\brittany.davis,business-and-economy,54
example_domain\brittany.davis,internet-communications-and-telephony,31
example_domain\brittany.davis,,7
example_domain\brittany.davis,web-advertisements,3
example_domain\brittany.davis,news,2
example_domain\brittany.davis,government,1
example_domain\brittany.davis,web-hosting,1
example_domain\ashley.day,computer-and-internet-info,218445
example_domain\ashley.day,search-engines,2712
example_domain\ashley.day,content-delivery-networks,107
example_domain\ashley.day,stock-advice-and-tools,87
example_domain\ashley.day,,23
example_domain\ashley.day,business-and-economy,23
example_domain\ashley.day,news,11
example_domain\ashley.day,web-advertisements,5
example_domain\ashley.day,web-hosting,3
example_domain\ashley.day,internet-communications-and-telephony,2
example_domain\christopher.fernandez,computer-and-internet-info,210433
example_domain\christopher.fernandez,stock-advice-and-tools,6789
example_domain\christopher.fernandez,search-engines,2578
example_domain\christopher.fernandez,business-and-economy,524
example_domain\christopher.fernandez,content-delivery-networks,250
example_domain\christopher.fernandez,shareware-and-freeware,135
example_domain\christopher.fernandez,web-advertisements,60
example_domain\christopher.fernandez,social-networking,47
example_domain\christopher.fernandez,financial-services,23
example_domain\christopher.fernandez,internet-communications-and-telephony,16
example_domain\christopher.fernandez,internet-portals,15
example_domain\christopher.fernandez,news,9
example_domain\christopher.fernandez,web-hosting,3
example_domain\christopher.fernandez,training-and-tools,3
example_domain\christopher.fernandez,BOX,2
example_domain\christopher.fernandez,,1
example_domain\christopher.fernandez,reference-and-research,1
example_domain\sydney.meadows,computer-and-internet-info,217547
example_domain\sydney.meadows,search-engines,2291
example_domain\sydney.meadows,content-delivery-networks,212
example_domain\sydney.meadows,stock-advice-and-tools,103
example_domain\sydney.meadows,business-and-economy,98
example_domain\sydney.meadows,internet-communications-and-telephony,33
example_domain\sydney.meadows,internet-portals,13
example_domain\sydney.meadows,web-advertisements,8
example_domain\sydney.meadows,web-hosting,6
example_domain\sydney.meadows,training-and-tools,5
example_domain\sydney.meadows,society,1
example_domain\sydney.meadows,health-and-medicine,1
example_domain\kimberly.reed,computer-and-internet-info,216724
example_domain\kimberly.reed,search-engines,2563
example_domain\kimberly.reed,business-and-economy,375
example_domain\kimberly.reed,stock-advice-and-tools,156
example_domain\kimberly.reed,content-delivery-networks,108
example_domain\kimberly.reed,internet-portals,107
example_domain\kimberly.reed,,58
example_domain\kimberly.reed,web-advertisements,40
example_domain\kimberly.reed,job-search,31
example_domain\kimberly.reed,internet-communications-and-telephony,3
example_domain\kimberly.reed,society,2
example_domain\kimberly.reed,social-networking,2
example_domain\martin.hutchinson,computer-and-internet-info,210537
example_domain\martin.hutchinson,business-and-economy,6023
example_domain\martin.hutchinson,search-engines,2907
example_domain\martin.hutchinson,government,235
example_domain\martin.hutchinson,internet-portals,171
example_domain\martin.hutchinson,content-delivery-networks,142
example_domain\martin.hutchinson,stock-advice-and-tools,73
example_domain\martin.hutchinson,web-advertisements,24
example_domain\martin.hutchinson,job-search,7
example_domain\martin.hutchinson,news,6
example_domain\martin.hutchinson,internet-communications-and-telephony,5
example_domain\martin.hutchinson,financial-services,2
example_domain\krista.thompson,computer-and-internet-info,216184
example_domain\krista.thompson,search-engines,2493
example_domain\krista.thompson,government,469
example_domain\krista.thompson,financial-services,229
example_domain\krista.thompson,content-delivery-networks,180
example_domain\krista.thompson,business-and-economy,103
example_domain\krista.thompson,stock-advice-and-tools,89
example_domain\krista.thompson,web-advertisements,20
example_domain\krista.thompson,internet-communications-and-telephony,10
example_domain\krista.thompson,news,8
example_domain\krista.thompson,web-hosting,7
example_domain\krista.thompson,job-search,3
example_domain\krista.thompson,not-resolved,2
example_domain\krista.thompson,travel,1
example_domain\amber.norton,computer-and-internet-info,213925
example_domain\amber.norton,search-engines,3124
example_domain\amber.norton,business-and-economy,639
example_domain\amber.norton,stock-advice-and-tools,527
example_domain\amber.norton,web-advertisements,312
example_domain\amber.norton,content-delivery-networks,161
example_domain\amber.norton,financial-services,48
example_domain\amber.norton,news,27
example_domain\amber.norton,internet-communications-and-telephony,8
example_domain\amber.norton,internet-portals,8
example_domain\amber.norton,reference-and-research,5
example_domain\amber.norton,entertainment-and-arts,3
example_domain\amber.norton,web-hosting,3
example_domain\amber.norton,shareware-and-freeware,3
example_domain\amber.norton,insufficient-content,2
example_domain\amber.norton,shopping,2
example_domain\amber.norton,motor-vehicles,1
example_domain\amber.norton,travel,1
example_domain\amber.norton,government,1
example_domain\linda.smith,computer-and-internet-info,208591
example_domain\linda.smith,business-and-economy,4954
example_domain\linda.smith,search-engines,2516
example_domain\linda.smith,web-advertisements,996
example_domain\linda.smith,stock-advice-and-tools,722
example_domain\linda.smith,content-delivery-networks,164
example_domain\linda.smith,shopping,75
example_domain\linda.smith,travel,70
example_domain\linda.smith,internet-communications-and-telephony,43
example_domain\linda.smith,training-and-tools,15
example_domain\linda.smith,motor-vehicles,15
example_domain\linda.smith,news,14
example_domain\linda.smith,internet-portals,10
example_domain\linda.smith,financial-services,5
example_domain\linda.smith,society,4
example_domain\linda.smith,not-resolved,3
example_domain\linda.smith,reference-and-research,3
example_domain\linda.smith,entertainment-and-arts,2
example_domain\linda.smith,job-search,2
example_domain\linda.smith,sports,2
example_domain\linda.smith,personal-sites-and-blogs,2
example_domain\linda.smith,government,2
example_domain\linda.smith,web-hosting,2
example_domain\linda.smith,insufficient-content,2
example_domain\linda.smith,music,1
example_domain\linda.smith,streaming-media,1
example_domain\linda.smith,,1
example_domain\ronald.figueroa,computer-and-internet-info,214023
example_domain\ronald.figueroa,search-engines,2460
example_domain\ronald.figueroa,business-and-economy,607
example_domain\ronald.figueroa,content-delivery-networks,125
example_domain\ronald.figueroa,stock-advice-and-tools,90
example_domain\ronald.figueroa,shareware-and-freeware,51
example_domain\ronald.figueroa,internet-portals,24
example_domain\ronald.figueroa,social-networking,1
example_domain\ronald.figueroa,internet-communications-and-telephony,1
example_domain\ronald.figueroa,translation,1
example_domain\ronald.figueroa,web-advertisements,1
example_domain\derrick.cain,computer-and-internet-info,212343
example_domain\derrick.cain,search-engines,2236
example_domain\derrick.cain,business-and-economy,455
example_domain\derrick.cain,stock-advice-and-tools,233
example_domain\derrick.cain,,145
example_domain\derrick.cain,content-delivery-networks,134
example_domain\derrick.cain,job-search,26
example_domain\derrick.cain,web-advertisements,10
example_domain\derrick.cain,travel,7
example_domain\derrick.cain,financial-services,5
example_domain\derrick.cain,internet-communications-and-telephony,2
example_domain\derrick.cain,insufficient-content,2
example_domain\derrick.cain,translation,1
example_domain\derrick.cain,social-networking,1
example_domain\derrick.cain,internet-portals,1
example_domain\dennis.white,computer-and-internet-info,187528
example_domain\dennis.white,stock-advice-and-tools,16997
example_domain\dennis.white,search-engines,5113
example_domain\dennis.white,business-and-economy,1716
example_domain\dennis.white,content-delivery-networks,1035
example_domain\dennis.white,web-advertisements,962
example_domain\dennis.white,news,854
example_domain\dennis.white,financial-services,393
example_domain\dennis.white,travel,324
example_domain\dennis.white,shopping,274
example_domain\dennis.white,internet-portals,78
example_domain\dennis.white,music,62
example_domain\dennis.white,motor-vehicles,38
example_domain\dennis.white,web-hosting,34
example_domain\dennis.white,entertainment-and-arts,34
