Source User,Category,Verdict,AD Group,Count
example_domain\lindsey.miller,news,The URL category is going to be allowed provided the user is authenticated,known-user,3778
example_domain\lindsey.miller,content-delivery-networks,The URL category is going to be allowed provided the user is authenticated,known-user,2601
example_domain\lindsey.miller,entertainment-and-arts,The URL category is going to be allowed provided the user is authenticated,known-user,267
example_domain\lindsey.miller,stock-advice-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,258
example_domain\lindsey.miller,shopping,The URL category is going to be allowed provided the user is authenticated,known-user,160
example_domain\lindsey.miller,financial-services,The URL category is going to be allowed provided the user is authenticated,known-user,125
example_domain\lindsey.miller,internet-portals,The URL category is going to be allowed provided the user is authenticated,known-user,82
example_domain\lindsey.miller,insufficient-content,The URL category is going to be allowed provided the user is authenticated,known-user,68
example_domain\lindsey.miller,sports,The URL category is going to be allowed provided the user is authenticated,known-user,61
example_domain\lindsey.miller,motor-vehicles,The URL category is going to be allowed provided the user is authenticated,known-user,47
example_domain\lindsey.miller,travel,The URL category is going to be allowed provided the user is authenticated,known-user,35
example_domain\lindsey.miller,auctions,The URL category is going to be allowed provided the user is authenticated,known-user,33
example_domain\lindsey.miller,internet-communications-and-telephony,The URL category is going to be allowed provided the user is authenticated,known-user,32
example_domain\lindsey.miller,reference-and-research,The URL category is going to be allowed provided the user is authenticated,known-user,31
example_domain\lindsey.miller,music,The URL category is going to be allowed provided the user is authenticated,known-user,29
example_domain\lindsey.miller,web-hosting,The URL category is going to be allowed provided the user is authenticated,known-user,21
example_domain\lindsey.miller,social-networking,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\lindsey.miller,society,The URL category is going to be allowed provided the user is authenticated,known-user,19
example_domain\lindsey.miller,government,The URL category is going to be allowed provided the user is authenticated,known-user,13
example_domain\lindsey.miller,training-and-tools,The URL category is going to be allowed provided the user is authenticated,known-user,12
example_domain\lindsey.miller,educational-institutions,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\lindsey.miller,health-and-medicine,The URL category is going to be allowed provided the user is authenticated,known-user,10
example_domain\lindsey.miller,real-estate,The URL category is going to be allowed provided the user is authenticated,known-user,5
example_domain\lindsey.miller,personal-sites-and-blogs,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\lindsey.miller,newly-registered-domain,The URL category is going to be allowed provided the user is in the respective AD group,UG-newly-registered-domain,2
example_domain\lindsey.miller,alcohol-and-tobacco,The URL category is going to be allowed provided the user is authenticated,known-user,2
example_domain\lindsey.miller,not-resolved,The URL category is going to be allowed provided the user is authenticated,known-user,1
example_domain\lindsey.miller,games,The URL category is going to be allowed provided the user is authenticated,known-user,1
